1st Year Fee in USD,1st Year Total Fee,1st year Fee in INR,Academic Excellence & Success Fee INR ,Academic Excellence & Success Fee USD ,Academic Excellence Fee INR ,Academic Excellence Fee USD ,Academic Facilities Fee INR ,Academic Facilities Fee USD ,Academic Fees INR ,Academic Fees USD ,Academic Records Fee INR ,Academic Records Fee USD ,Accommodation Reservation Charge INR ,Accommodation Reservation Charge USD ,Accommodation Service Fee INR ,Accommodation Service Fee USD ,Accomodation Offered,Ackerman/Kerckhoff Seismic Fee INR ,Ackerman/Kerckhoff Seismic Fee USD ,Activity & Service fee INR ,Activity & Service fee USD ,Activity Fee INR ,Activity Fee USD ,Activity Fees INR ,Activity Fees USD ,Additional Assessment Fee INR ,Additional Assessment Fee USD ,Additional fee INR ,Additional fee USD ,Administrative Fee INR ,Administrative Fee USD ,Advising & Assessment Fee INR ,Advising & Assessment Fee USD ,Application Fee INR ,Application Fee USD ,Application Fees INR ,Application Fees USD ,Application fee INR ,Application fee USD ,Associated Student Body Fee INR ,Associated Student Body Fee USD ,Associated Students Inc INR ,Associated Students Inc USD ,Athletic Fee INR ,Athletic Fee USD ,Athletic fee INR ,Athletic fee USD ,Bachelors,Between Semesters INR ,Between Semesters USD ,Books & Supplies INR ,Books & Supplies USD ,Books INR ,Books USD ,Books and Supplies INR ,Books and Supplies USD ,Books and Supplies fee INR ,Books and Supplies fee USD ,Books and supplies INR ,Books and supplies USD ,Books/Supplies INR ,Books/Supplies USD ,Books/Supplies/Transport/Personal INR ,Books/Supplies/Transport/Personal USD ,Books/supplies/other expenses INR ,Books/supplies/other expenses USD ,Building Fee INR ,Building Fee USD ,COE Program Enhancement Fee INR ,COE Program Enhancement Fee USD ,Campus Based Fees INR ,Campus Based Fees USD ,Campus Fee INR ,Campus Fee USD ,Campus Fees INR ,Campus Fees USD ,Campus Life Fee INR ,Campus Life Fee USD ,Campus Rec Facility Fee INR ,Campus Rec Facility Fee USD ,Campus Union Fee INR ,Campus Union Fee USD ,Campus security Fee INR ,Campus security Fee USD ,Capital Construction Fee INR ,Capital Construction Fee USD ,Class 12th,Clothing/ Maintenance INR ,Clothing/ Maintenance USD ,College Fee INR ,College Fee USD ,Commencement Fee INR ,Commencement Fee USD ,Comprehensive Fee INR ,Comprehensive Fee USD ,Computer / Technology Fee INR ,Computer / Technology Fee USD ,Computer Purchase INR ,Computer Purchase USD ,Computer/Cell Phone INR ,Computer/Cell Phone USD ,Computing and Network Services INR ,Computing and Network Services USD ,CourseName,Discipline Fee INR ,Discipline Fee USD ,Document Evaluation INR ,Document Evaluation USD ,Document Fee INR ,Document Fee USD ,Duration,Early Childhood Edu Center Fee INR ,Early Childhood Edu Center Fee USD ,Engineering Activity Fee INR ,Engineering Activity Fee USD ,Engineering Equipment Fee INR ,Engineering Equipment Fee USD ,Engineering Fee INR ,Engineering Fee USD ,Engineering tuition surcharge INR ,Engineering tuition surcharge USD ,Enrollment Deposit INR ,Enrollment Deposit USD ,Enrollment Fee INR ,Enrollment Fee USD ,Enrollment deposit fee INR ,Enrollment deposit fee USD ,Facilities Fee INR ,Facilities Fee USD ,Fees INR ,Fees USD ,GRE,GRE Recommendation,General Activity Fee INR ,General Activity Fee USD ,General Fee INR ,General Fee USD ,Government Fee INR ,Government Fee USD ,Graduate Differential Fee INR ,Graduate Differential Fee USD ,Graduate Entering Fee INR ,Graduate Entering Fee USD ,Graduate General Fee INR ,Graduate General Fee USD ,Graduate Program Enhancement Fees INR ,Graduate Program Enhancement Fees USD ,Graduate Program Fee INR ,Graduate Program Fee USD ,Graduate Senate Tax INR ,Graduate Senate Tax USD ,Graduate Student Activity Fee INR ,Graduate Student Activity Fee USD ,Graduate Student Association Fee INR ,Graduate Student Association Fee USD ,Health Care Allowance INR ,Health Care Allowance USD ,Health Center Fee INR ,Health Center Fee USD ,Health Fee INR ,Health Fee USD ,Health Service Fee INR ,Health Service Fee USD ,Health Services Fee INR ,Health Services Fee USD ,Health and Counseling Center Fee INR ,Health and Counseling Center Fee USD ,Health and Wellness Fee INR ,Health and Wellness Fee USD ,Health fee INR ,Health fee USD ,Hostel & Meals INR ,Hostel & Meals USD ,Housing Application Fee INR ,Housing Application Fee USD ,Housing Application Fees INR ,Housing Application Fees USD ,Housing Deposit INR ,Housing Deposit USD ,Housing Fee INR ,Housing Fee USD ,IELTS,IELTS Recommendation,IT Service and Maintenance Fee INR ,IT Service and Maintenance Fee USD ,ITIE Fee INR ,ITIE Fee USD ,Incidentals INR ,Incidentals USD ,Information Technology Fee INR ,Information Technology Fee USD ,Information tech fee INR ,Information tech fee USD ,Insurance INR ,Insurance USD ,Intercollegiate Athletics Fee INR ,Intercollegiate Athletics Fee USD ,International Fee INR ,International Fee USD ,International Infrastructural Fee INR ,International Infrastructural Fee USD ,International Services Charge INR ,International Services Charge USD ,International Student Enrollment Fe INR ,International Student Enrollment Fe USD ,International Student Fee INR ,International Student Fee USD ,International Student Service Fee INR ,International Student Service Fee USD ,International student fee INR ,International student fee USD ,Lab Fee INR ,Lab Fee USD ,Laboratory Fees INR ,Laboratory Fees USD ,Level,Library & IT Fee INR ,Library & IT Fee USD ,Library Automation & Technology Fee INR ,Library Automation & Technology Fee USD ,Library Fee INR ,Library Fee USD ,Library Services Fee INR ,Library Services Fee USD ,Living Expenses INR ,Living Expenses USD ,Living expenses INR ,Living expenses USD ,Maintenance Fee INR ,Maintenance Fee USD ,Maintenance of Matriculation Fee INR ,Maintenance of Matriculation Fee USD ,Mandatory Fees INR ,Mandatory Fees USD ,Mandatory Health Fee INR ,Mandatory Health Fee USD ,Mandatory fees INR ,Mandatory fees USD ,Material & Supply Fee INR ,Material & Supply Fee USD ,Matriculation Fee INR ,Matriculation Fee USD ,Medical Plans INR ,Medical Plans USD ,Medical Service Fee INR ,Medical Service Fee USD ,Miscellaneous Expense INR ,Miscellaneous Expense USD ,Miscellaneous Fee INR ,Miscellaneous Fee USD ,Miscellaneous Fees INR ,Miscellaneous Fees USD ,Miscellaneous INR ,Miscellaneous USD ,Miscellaneous and Personal Expense INR ,Miscellaneous and Personal Expense USD ,Miscellaneous expense INR ,Miscellaneous expense USD ,Miscellaneous expenses INR ,Miscellaneous expenses USD ,Miscellaneous fee INR ,Miscellaneous fee USD ,Miscellaneous/Personal INR ,Miscellaneous/Personal USD ,New Student Fee INR ,New Student Fee USD ,New international student fee INR ,New international student fee USD ,Non resident financial aid fee INR ,Non resident financial aid fee USD ,One to One Fitness INR ,One to One Fitness USD ,Orientation Fee INR ,Orientation Fee USD ,Other Costs INR ,Other Costs USD ,Other Mandatory fees INR ,Other Mandatory fees USD ,Other expenses INR ,Other expenses USD ,Other fees INR ,Other fees USD ,PTE,PTE Recommendation,Personal & Misc. INR ,Personal & Misc. USD ,Personal & Miscellaneous INR ,Personal & Miscellaneous USD ,Personal / Misc INR ,Personal / Misc USD ,Personal Expenses INR ,Personal Expenses USD ,Personal INR ,Personal USD ,Personal expense INR ,Personal expense USD ,Personal expenses INR ,Personal expenses USD ,Personal/ travel Expenses INR ,Personal/ travel Expenses USD ,Personal/Miscellaneous INR ,Personal/Miscellaneous USD ,Private/Public,Program Fee INR ,Program Fee USD ,Property Deposit Fee INR ,Property Deposit Fee USD ,Rec Sports Fee INR ,Rec Sports Fee USD ,Records Initiation Fee INR ,Records Initiation Fee USD ,Recreation Center Expansion Fee INR ,Recreation Center Expansion Fee USD ,Recreation Center Fee INR ,Recreation Center Fee USD ,Recreation Fee INR ,Recreation Fee USD ,Recreation and Wellness Center Fee INR ,Recreation and Wellness Center Fee USD ,Reg Fee INR ,Reg Fee USD ,Registration Fee INR ,Registration Fee USD ,Registration and services fee INR ,Registration and services fee USD ,Required Fees INR ,Required Fees USD ,SPARC Fee INR ,SPARC Fee USD ,Schol Link,Schol Text,Scholarship Offered,School Fee INR ,School Fee USD ,School Supplies & Misc INR ,School Supplies & Misc USD ,"Security, Safety, and Transportatio INR ","Security, Safety, and Transportatio USD ",Service Fee INR ,Service Fee USD ,Special Service Fee INR ,Special Service Fee USD ,Student Activity Fee INR ,Student Activity Fee USD ,Student Affairs Fee INR ,Student Affairs Fee USD ,Student Assessment Fee INR ,Student Assessment Fee USD ,Student Athletic Fee INR ,Student Athletic Fee USD ,Student Athletics Fee INR ,Student Athletics Fee USD ,Student Center Fee INR ,Student Center Fee USD ,Student Computing Fee INR ,Student Computing Fee USD ,Student Development Fee INR ,Student Development Fee USD ,Student Excellence Fee INR ,Student Excellence Fee USD ,Student Facility Fee INR ,Student Facility Fee USD ,Student Fees INR ,Student Fees USD ,Student Financial Aid fee INR ,Student Financial Aid fee USD ,Student Health Fee INR ,Student Health Fee USD ,Student Health Services INR ,Student Health Services USD ,Student Life Fee INR ,Student Life Fee USD ,Student Orientation fee INR ,Student Orientation fee USD ,Student Programs Fee INR ,Student Programs Fee USD ,Student Programs and Services Fee INR ,Student Programs and Services Fee USD ,Student Service Facility Fee INR ,Student Service Facility Fee USD ,Student Service Fee INR ,Student Service Fee USD ,Student Services Fee INR ,Student Services Fee USD ,Student Success Fee INR ,Student Success Fee USD ,Student Union Fee INR ,Student Union Fee USD ,Student Union fee INR ,Student Union fee USD ,Sustainability fee INR ,Sustainability fee USD ,Swinney Rec fee INR ,Swinney Rec fee USD ,TOEFL,TOEFL Recommendation,Tech Fee INR ,Tech Fee USD ,Technology Fee INR ,Technology Fee USD ,Technology Fees INR ,Technology Fees USD ,Technology Infrastructure Fee INR ,Technology Infrastructure Fee USD ,Technology fee INR ,Technology fee USD ,Telephone/Cell Phone INR ,Telephone/Cell Phone USD ,Textbooks INR ,Textbooks USD ,Thesis Processing Fee INR ,Thesis Processing Fee USD ,Total INR ,Total USD ,Transport/Miscellaneous INR ,Transport/Miscellaneous USD ,Transportation Fee INR ,Transportation Fee USD ,Transportation INR ,Transportation USD ,Tuition Deposit INR ,Tuition Deposit USD ,UPass Fee INR ,UPass Fee USD ,URL,University Center Fee INR ,University Center Fee USD ,University Charge INR ,University Charge USD ,University Facilities Fee INR ,University Facilities Fee USD ,University Services Fee INR ,University Services Fee USD ,University Student Union INR ,University Student Union USD ,University and Student Fees INR ,University and Student Fees USD ,University-Student Union INR ,University-Student Union USD ,Wellness Center Fee INR ,Wellness Center Fee USD ,Wellness Fee INR ,Wellness Fee USD ,Work experience
"USD 13,583",Rs 8.8 Lakhs,"Rs. 8,78,141",,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 GPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,Master of Science in Systems Engineering,,,,,,,1.5-2 Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masters Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,"Writing-18
Speaking-18
Reading-17
Listening-16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://studyabroad.shiksha.com/usa/universities/colorado-technical-university/master-of-science-in-systems-engineering,,,,,,,,,,,,,,,,,,,
"22,542",Rs 16.9 Lakhs,"14,57,340",,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,Master of Engineering in Mechanical Engineering,,,,,,,1.5-2 Years,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,With 5.5 in each sections,,,,,,,"8,857",137,,,"1,51,928","2,350",,,,,,,,,,,"19,395",300,,,,,,,,,Masters Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,253",205,,,,,,,,,,,,,,,"6,077",94,,,,,,,,,,,,,,,,,51,"With 44 in reading & listening, 49 in speaking, 47 in writing",,,,,,,,,,,,,,,,,,,Public,"11,637",180,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,025",186,,,,,,,,,,,75,With 15 in Reading & listening and 18 in speaking and 17 in writing,,,,,,,,,,,,,,,,,"Rs. 2,29,831","USD 3,555",,,,,,,,,,,https://studyabroad.shiksha.com/usa/universities/university-of-colorado-denver/master-of-engineering-in-mechanical-engineering,,,,,,,,,,,,,,,"6,659",103,,,
"12,874",Rs 17.4 Lakhs,"8,32,304",,,,,,,,,,,,,,,Yes,,,,,,,,,"1,11,909","1,731",,,,,,,,,,,,,,,,,,,,,3.00 GPA,,,"84,045","1,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,MSE in Mechanical Engineering,,,,,,,1.5-2 Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,32,948","5,150",,,,,,,,,6.5,,,,,,,,,,,,"97,169","1,503",,,,,,,,,,,,,,,,,,,,,Masters Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,849",75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,"29,093",450,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,"With 23 in reading, 23 in listening, 17 in speaking and 21 in writing","26,894",416,,,,,,,,,,,,,,,"Rs. 9,04,389","USD 13,989","2,17,483","3,364",,,,,,,,,https://studyabroad.shiksha.com/usa/universities/university-of-michigan-dearborn/mse-in-mechanical-engineering,,,,,,,,,,,,,,,,,,,
"27,216",Rs 25.2 Lakhs,"17,59,514",,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,Master of Science Materials Engineering,,,,,,,1.5-2 Years,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,16,928","6,449",,,,,,,,,6.5,,,,,,,,,,,,"1,24,775","1,930",,,,,,,,,,,,,,,,,,,,,Masters Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,21,879","3,432",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,"With minimum score of 16 on the listening, reading, speaking, and writing components",,,,,,,,,,,,,,,,,"Rs. 7,63,581","USD 11,811",,,,,,,,,,,https://studyabroad.shiksha.com/usa/universities/auburn-university/master-of-science-materials-engineering,,,,,,,,,,,,,,,,,,,
"26,366",Rs 23.6 Lakhs,"17,04,562",,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,MS in Mechanical engineering,,,,,,,2 Years,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,59,015","7,100",,,,,,,,,7,,,,,,,,,,,,"1,59,039","2,460",,,,,,,,,,,,,,,,,,,,,Masters Program,,,,,,,,,,,,,,,,,,,"36,463",564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,526",70,66,,,,,,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,"Writing=25 
Speaking=24 
Reading=26 
Listening=25",,,,,,,,,,,,,,,,,"Rs. 6,59,042","USD 10,194",,,,,,,,,,,https://studyabroad.shiksha.com/usa/universities/university-of-rochester/ms-in-mechanical-engineering,,,,,,,,,,,,,,,,,,,
"7,326",Rs 12.3 Lakhs,"4,73,626",,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,"2,586",40,,,,,,,,,,,,,3.00 GPA,,,,,,,,,,,,,,,,,"2,26,275","3,500",,,,,,,,,,,,,"1,940",30,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,Master of Science in Engineering (Mechanical),,,,,,,1.5-2 Years,,,,,,,,,,,,,,,,,,,,,Accepted,minimum 155 in quantitative section,,,,,453,7,,,,,,,,,,,,,,,,,,,,,,,"4,008",62,,,,,,,,,"4,96,965","7,687",,,,,,,,,5.5,,,,,,,,,,,,,,"2,909",45,,,,,,,,,,,,,,,,,,,Masters Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.mnsu.edu/international/scholarship/,"['Various scholarships are available to international students like Maverick Momentum Scholarship, Private Scholarships, Alliss, Dempsey, University Scholarships etc']",Yes,,,,,,,,,,,"6,012",93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,405",130,,,,,,,61,,,,"7,176",111,,,,,,,,,,,,,"Rs. 7,56,728","USD 11,705",,,,,,,,,,,https://studyabroad.shiksha.com/usa/universities/minnesota-state-university/master-of-science-in-engineering-mechanical,,,,,,,,,,,,,,,,,,,
"20,301",Rs 15.8 Lakhs,"13,12,460",,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 GPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,MS in Mechanical Engineering,,,,,,,1.5-2 Years,,,,,"52,043",805,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,"1,40,161","2,168",,,,,,,,,,,"33,618",520,,,,,,,,,Masters Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,809",260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,"12,542",194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,"12,154",188,,,,,,,,,,,,,"Rs. 2,67,328","USD 4,135",,,,,,,,,,,https://studyabroad.shiksha.com/usa/universities/university-of-massachusetts-dartmouth/ms-in-mechanical-engineering,,,,,,,,,,,,,,,,,,,
"50,650",Rs 33.8 Lakhs,"32,74,523",,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,"4,849",75,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,MS in Mechanical Engineering,,,,,,,2 Years,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97,751","1,512",,,,,,,,,,,,,,,,,,,,,Masters Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,http://mems.wustl.edu/graduateprograms/Pages/financial-assistance-and-fellowships.aspx,['Need-Based Financial Assistance'],Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,"Rs. 1,02,600","USD 1,587",,,,,,,,,,,https://studyabroad.shiksha.com/usa/universities/washington-university-in-st-louis/ms-in-mechanical-engineering,,,,,,,,,,,,,,,,,,,
"23,524",Rs 17.7 Lakhs,"15,20,827",,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 GPA,,,,,,,"67,236","1,040",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,MS Mechanical Engineering,,,,,,,1 Years,,,,,,,,,,,,,,,,,,,,,300,"Minimum scores of 145 in Verbal, 155 in Quantitative, 3.0 in Writing",,,,,,,,,,,,,,,,,,,,,,,,,,,"13,964",216,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,"1,00,401","1,553",,,,,,,,,,,,,,,,,,,,,Masters Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43,639",675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,"28,834",446,,,,,,,,,,,,,"Rs. 2,54,075","USD 3,930",,,,,,,,,,,https://studyabroad.shiksha.com/usa/universities/iowa-state-university/ms-mechanical-engineering,,,,,,,,,,,,,,,,,,,
"19,620",Rs 15.9 Lakhs,"12,68,433",,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,"4,202",65,,,,,,,,,,,,,3.00 GPA,,,"48,875",756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,Master of Science in Mechanical Engineering,,,,,,,1.5-2 Years,,,,,,,,,,,,,,,,,,,,,Accepted,Score of at least 158/ 71% in quant & score of 4.0 / 56% or above in Analytical Writing is expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,"At score range of 6.5-7.0 , EAP placement exam is required",,,,,,,,,,,"1,11,198","1,720",,,,,,,,,,,,,,,,,,,,,Masters Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,36,153","2,106",,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,http://scholarships.iupui.edu/grads/general.html,['International Student Grant program provides scholarships to international graduate degree-seeking students'],Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,"At score range of 79-99, EAP placement exam is required",,,,,,,,,,,,,,,,,"Rs. 3,17,884","USD 4,917",,,,,"17,456",270,,,,,https://studyabroad.shiksha.com/usa/universities/indiana-university-purdue-university-indianapolis/master-of-science-in-mechanical-engineering,,,,,,,,,,,,,,,,,,,
"26,950",Rs 25.9 Lakhs,"17,42,318",,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,"4,849",75,,,,,,,,,,,,,3.00 GPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,Masters of Science in Mechanical Engineering,,,,,,,1.5-2 Years,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,43,683","13,050",,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masters Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,http://financialaid.ua.edu/,['Financial Aids are provided by the college'],Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,"Rs. 8,48,531","USD 13,125",,,,,,,,,,,https://studyabroad.shiksha.com/usa/universities/university-of-alabama/masters-of-science-in-mechanical-engineering,,,,,,,,,,,,,,,,,,,
"5,126",Rs 4.5 Lakhs,"3,31,396",,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,"3,879",60,,,,,,,,,,,,,2.70 GPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,Master in Manufacturing Engineering,,,,,,,2 Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,214",390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77,580","1,200",,,,,,,,,,,"15,839",245,,,Masters Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,"Rs. 1,22,512","USD 1,895",,,,,,,,,,,https://studyabroad.shiksha.com/usa/universities/polytechnic-university-of-puerto-rico/master-in-manufacturing-engineering,,,,,,,,,,,,,,,,,,,
"10,836",Rs 15.5 Lakhs,"7,00,547",,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 GPA,,,,,,,"1,42,230","2,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,Master of Science in Mechanical Engineering,"46,548",720,,,,,1.5-2 Years,,,,,,,,,,,,,,,,,,,,,,,"39,437",610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,73,575","8,872",,,,,,,,,5.5,,,,,,,,,,,,"38,014",588,,,,,,,,,,,,,,,"12,930",200,,,,,Masters Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.sdstate.edu/international-affairs/admissions/funding.cfm,"['PEO International Peace Scholarship ', 'Established in 1949 ', 'Only for international woman want to study in USA in graduate degree ', ' Does not cover all expense ', 'Need to show financial support documents']",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,"Rs. 8,52,734","USD 13,190",,,,,,,,,,,https://studyabroad.shiksha.com/usa/universities/south-dakota-state-university/mechanical-engineering-m-s,,,,,,,,,,,,,,,,,,,
